id	name	description	synonyms
UBERON:0002367	prostate gland	The prostate gland is a partly muscular, partly glandular body that is situated near the base of the mammalian male urethra and secretes an alkaline viscid fluid which is a major constituent of the ejaculatory fluid.	["male prostate","prostate"]
UBERON:0002370	thymus	Anatomical structure of largely lymphoid tissue that functions in cell-mediated immunity by being the site where T cells develop.	["thymus gland","thymus organ"]
UBERON:0002481	bone tissue	Skeletal tissue with a collagen-rich extracellular matrix vascularized, mineralized with hydroxyapatite and typically including osteocytes located in lacunae that communicate with one another by cell processes (in canaliculi). Bone is deposited by osteoblasts.	["calcium tissue","osseous tissue","osteogenic tissue"]
UBERON:0002691	ventral tegmental area	Unpaired midbrain region situated in the ventromedial portion of the reticular formation. The VTA is medial to the substantia nigra and ventral to the red nucleus, and extends caudally from the posterior hypothalamus in the diencephalon. The VTA contains dopamine neurons that project to various limbic and cortical areas and is a critical component of the brain's reward circuitry.	["a10a","ventral tegmental area of tsai","ventral tegmental nucleus (tsai)","ventral tegmental nucleus of tsai","VTA"]
UBERON:0003244	epithelium of mammary gland	The epithelial layer of the luminal surfaces of the mammary gland.	["epithelium of lactiferous gland","lactiferous gland epithelium","mammary epithelium","mammary gland epithelial tissue","mammary gland epithelium"]
UBERON:0003881	CA1 field of hippocampus	Part of hippocampus proper bounded by CA2 and the subiculum, characterized by pyramidal neurons that receive projections from pyramidal neurons of CA3 via the Schaffer collaterals.	["CA1","CA1 field","CA1 field of Ammon's horn","CA1 field of cornu ammonis","CA1 field of hippocampus","cornu ammonis 1","hippocampus CA1","prosubiculum = distal ca1","regio I cornus ammonis","regio I hippocampi proprii","regio superior","regio superior of the hippocampus","region 1 of Ammon's horn","region i of ammon's horn","region i of hippocampus proper"]
UBERON:0003902	retinal neural layer	The part of the retina that contains neurons and photoreceptor cells.	["neural layer of retina","neural retina","neuroretina","stratum nervosum (retina)","stratum nervosum retinae"]
UBERON:0003903	bursa of Fabricius	An epithelial and lymphoid organ that develops as a dorsal diverticulum of the proctodeal region of the cloaca in birds. The luminal (interior) surface of the bursa is plicated with as many as 15 primary and 7 secondary plicae or folds. These plicae have hundreds of bursal follicles containing follicle-associated epithelial cells, lymphocytes, macrophages, and plasma cells. Lymphoid stem cells migrate from the fetal liver to the bursa during ontogeny. In the bursa, these stem cells acquire the characteristics of mature, immunocompetent B cells. The bursa is an organ found in birds involved in B cell differentiation.	[]
UBERON:0004070	cerebellum vermis lobule	The region of a cerebellar lobule that resides in the central section of the cerebellum between the two hemispheres.	["lobule of vermis"]
UBERON:0004078	cerebellum vermis lobule IX	The uvula (uvular lobe) forms a considerable portion of the inferior vermis; it is separated on either side from the tonsil by the sulcus valleculC&, at the bottom of which it is connected to the tonsil by a ridge of gray matter, indented on its surface by shallow furrows, and hence called the furrowed band.	["cerebellar posterior vermis lobule IX","lobule IX of cerebellar posterior vermis","lobule IX of cerebellum vermis","neuraxis uvula","uvula (IX)","uvula [vermis]","uvula of cerebellum","uvula of vermis of cerebellum","vermic lobule IX"]
UBERON:0004080	cerebellum vermis lobule VI	Missing definition for term UBERON:0004080. Please replace it using linked reference.	["UBERON:0000909","declive","declive (VI)","declive lobule","declive of cerebellum","declive of vermis of cerebellum","lobule VI (declive and simplex lobule)","lobule VI of cerebellum vermis","neuraxis declive","vermic lobule vi"]
UBERON:0004081	cerebellum vermis lobule VII		["folium-tuber vermis (VII)","lobule VII of cerebellum vermis","vermic lobule VII"]
UBERON:0004082	cerebellum vermis lobule VIII	Missing definition for term UBERON:0004082. Please replace it using linked reference.	["UBERON:0002312","cerebellum lobule VIII","lobule VIII of cerebellum vermis","neuraxis pyramis","neuraxis pyramus","pyramis","pyramis of vermis of cerebellum","pyramus","pyramus (VIII)","pyramus of cerebellum","pyramus of vermis of cerebellum","vermic lobule VIII"]
UBERON:0004347	limb bud	An outgrowth on the lateral trunk of the embryo that develops into a limb. The limb bud is divided into ectoderm and mesenchyme.	["limb buds","limbbud"]
UBERON:0007777	umbilical vein endothelium	An endothelium that is part of a umbilical vein.	[]
UBERON:0008930	somatosensory cortex	Area of the parietal lobe concerned with receiving general sensations. It lies posterior to the central sulcus.	["somatic sensory cortex"]
UBERON:0008933	primary somatosensory cortex	(Chapin & Lin, 1984, rat): the region considered as the SI cortex is not a cytoarchitecturally homogeneous structure but consists instead of a patchwork array of areas containing dense aggregations of layer IV granule cells, surrounded by granule-cell-sparse regions. As was shown by Welker (b71,b76), and in our own mapping studies (see Fig. 3), this discontinuous pattern of granular, or koniocortical, zones contains within itself a map of the ratbs cutaneous periphery. There are clear subtypes within this cytoarchitectural subregion, notably including the bgranular aggregateb type of cytoarchitecture characteristic of the paw, limb, and mystacial vibrissae areas, and the bbarrel-fieldb type (originally described by Woolsey and Van der Loos, b70) seen in the nose and perioral regions. In the mouse, but not the rat, such barrels also cover the whole whisker representation (Welker and Woolsey, b74).	["primary somatosensory cortex (area S1, areas 3,1,2)","S1","somatosensory area 1"]
UBERON:0012314	embryonic facial prominence	One of five swellings formed during the development of the face.	[]
UBERON:0013694	brain endothelium	Vascular endothelium found in blood vessels of the blood-brain-barrier.	[]
UBERON:0019249	2-cell stage embryo		[]
UBERON:0019252	8-cell stage embryo		[]
