id	name	description	synonyms
DOID:0081267	graft-versus-host disease	An immune system disease that is characterized by recognition by mature donor T cells, that contaminate the allogeneic bone marrow, of the recipient's tissue as foreign, causing a severe inflammatory disease characterized by rashes, diarrhea, and liver disease, and that has_material_basis_in an associated with variation in the interleukin-10 gene (IL10) on chromosome 1q32.	["graft versus host disease","GvHD"]
DOID:0081292	traumatic brain injury	A brain disease that is characterized by brain dysfunction caused by an outside force, usually a violent blow to the head.	[]
DOID:0081445	sickle cell disease	A blood protein disease that is characterized by chronic hemolytic anemia and intermittent vaso-occlusive events that result in tissue ischemia leading to acute and chronic pain as well as organ damage that can affect any organ system, resulting from the replacement of one of the beta-globin subunits in hemoglobin with atypical hemoglobin molecules called hemoglobin S which can distort red blood cells into a sickle or crescent shape. Sickle cell disease subtypes should include a detailed genotypic description for the hemoglobin molecules (e.g., Hb S/S, Hb S/C, Hb S/β0-thalassemia).	[]
DOID:10112	sleeping sickness	A trypanosomiasis that results from infection by Trypanosoma brucei and gambiense, which is transmitted by the bite of an infected tsetse fly (Glossina spp). The symptoms include fever, headache, joint pain, itching, confusion, sensory disturbances, poor coordination and sleep disturbances.	["African sleeping sickness","African trypanosomiasis"]
DOID:1024	leprosy	A primary bacterial infectious disease that results_in infection located_in superficial peripheral nerves, located_in skin, located_in mucous membranes of the upper respiratory tract, located_in anterior chamber of the eyes, or located_in testes, has_material_basis_in Mycobacterium leprae, which is transmitted_by aerosol spread from infected nasal secretions to exposed nasal and oral mucosa. The infection has_symptom skin lesions, has_symptom sensory loss, has_symptom motor loss and has_symptom eye damage.	[]
DOID:104	bacterial infectious disease	A disease by infectious agent that results_in infection, has_material_basis_in Bacteria.	[]
DOID:10554	meningoencephalitis	A central nervous system disease that involves encephalitis which occurs along with meningitis.	[]
DOID:10587	Krabbe disease		["beta galactocerebrosidase deficiency","Diffuse globoid body sclerosis","Galactosylceramide beta-galactosidase deficiency","globoid cell leukodystrophy","GLOBOID CELL LEUKOENCEPHALOPATHY","Krabbe's disease","Krabbe's leukodystrophy"]
DOID:10588	adrenoleukodystrophy	A leukodystrophy that disrupts the breakdown of very-long-chain fatty acids resulting in progressive brain damage, failure of the adrenal glands and eventually death.	["DOID:13451","ALD","Bronze Schilder disease","diffuse sclerosis","Encephalitis periaxialis concentrica","Encephalitis periaxialis, Schilder's","Siemerling-Creutzfeldt Disease","sudanophilic cerebral sclerosis","X-linked adrenoleukodystrophy"]
DOID:10591	pre-eclampsia	A hypertension occurring during pregnancy characterized by large amounts of protein in the urine (proteinuria) and edema, usually by the last trimester of pregnancy.	["DOID:12684","gestational hypertension","hypertension induced by pregnancy","pre-eclamptic toxaemia","preeclampsia","preeclampsia/eclampsia","pregnancy associated hypertension","pregnancy toxemia","proteinuric hypertension of pregnancy","toxaemia of pregnancy"]
DOID:10652	Alzheimer's disease	A tauopathy that is characterized by memory lapses, confusion, emotional instability and progressive loss of mental ability and results in progressive memory loss, impaired thinking, disorientation, and changes in personality and mood starting and leads in advanced cases to a profound decline in cognitive and physical functioning and is marked histologically by the degeneration of brain neurons especially in the cerebral cortex and by the presence of neurofibrillary tangles and plaques containing beta-amyloid.	["Alzheimer disease","Alzheimers dementia"]
DOID:10718	giardiasis	A parasitic protozoa infectious disease that involves infection of the small intestine by a single-celled enteric protozoan parasite Giardia intestinalis. The symptoms include greasy and malodorous stools, diarrhea, abdominal pain, bloating, nausea, and vomiting.	["beaver feaver","Infection by Giardia lamblia"]
DOID:10763	hypertension	An artery disease characterized by chronic elevated blood pressure in the arteries.	["HTN","hyperpiesia","vascular hypertensive disorder"]
DOID:10892	hypospadias	A physical disorder characterized by an abnormally placed urethral opening on the underside of the penis or on the perineum.	["familial hypospadias"]
DOID:11166	Human papillomavirus infectious disease	A viral infectious disease that has_material_basis_in human papillomaviruses, which establish productive infections only in the stratified epithelium of the skin or mucous membranes. These viruses cause warts and sometimes tumors. They are transmitted_by sexual contact.	["HPV"]
DOID:11335	sarcoidosis	A hypersensitivity reaction type IV disease characterized by the growth of collections of inflammatory cells (granulomas) in multiple organs.	["Boeck sarcoid","lymphogranulomatosis"]
DOID:11394	adult respiratory distress syndrome	A respiratory failure that results from diffuse injury to the endothelium of the lung (as in sepsis, chest trauma, massive blood transfusion, aspiration of the gastric contents, or pneumonia) and is characterized by pulmonary edema with an abnormally high amount of protein in the edematous fluid and by difficult rapid breathing and hypoxemia.	["acute respiratory distress syndrome","adult RDS","ARDS","Non-cardiogenic pulmonary edema","Shock lung"]
DOID:114	heart disease	A cardiovascular system disease that involves the heart.	[]
DOID:11476	osteoporosis	A bone resorption disease characterized by decreased density of normally mineralized bone which results_in the thinning of bone tissue and decreased mechanical strength.	[]
DOID:11612	polycystic ovary syndrome	An ovarian dysfunction that is characterized by hyperandrogenism, polycystic ovaries, hirsutism, oligomenorrhea or amenorrhea, anovulation and excessive body weight.	["Multicystic ovaries","PCOS","Polycystic Ovarian disease","Polycystic ovaries","polycystic ovary","Stein-Leventhal synd.","Stein-Leventhal syndrome"]
DOID:11723	Duchenne muscular dystrophy	A muscular dystrophy that has_material_basis_in X-linked mutations in the DMD gene found on the X chromosome. It is characterized by rapidly progressing muscle weakness and muscle atrophy initially involving the lower extremities and eventually affecting the whole body. It affects males whereas females can be carriers. The symptoms start before the age of six and may appear at infancy.	["Muscular dystrophy, Duchenne"]
DOID:11729	Lyme disease	A primary bacterial infectious disease that results_in infection, has_material_basis_in Borrelia burgdorferi, which is transmitted_by blacklegged tick (Ixodes scapularis) or transmitted_by western blacklegged tick (Ixodes pacificus). The infection has_symptom fever, has_symptom headache, has_symptom fatigue, and has_symptom skin rash called erythema migrans. If left untreated, infection can spread to joints, the heart, and the nervous system.	["DOID:12233","Bannwarth syndrome","Bannworth's syndrome","Lyme borreliosis","lyme neuroborreliosis","neuroborreliosis","Neurological Lyme disease"]
DOID:1184	nephrotic syndrome	A nephrosis characterized by marked increase in glomerular protein permeability resulting in marked elevation of urine protein levels, hypoalbuminemia, hyperlipidemia, and hypercoagulability.	[]
DOID:1205	allergic disease	An immune system disease that is an exaggerated immune response to allergens, such as insect venom, dust mites, pollen, pet dander, drugs or some foods.	["allergic hypersensitivity disease","hypersensitivity","hypersensitivity reaction type I disease"]
DOID:12205	dengue disease	A viral infectious disease that results in infection, has_material_basis_in Dengue virus with four serotypes (Dengue virus 1, 2, 3 and 4), which are transmitted by Aedes mosquito bite. The infection has symptom fever, has symptom severe headache, has symptom severe pain behind the eyes, has symptom joint pain, has symptom muscle and bone pain, has symptom rash, and has symptom mild bleeding.	["DOID:0050142","breakbone fever","classic dengue","Dengue Fever"]
DOID:12211	filarial elephantiasis	A filariasis that is characterized by the thickening of the skin and underlying tissues, especially in the legs, male genitals and female breasts, caused by thread-like parasitic worms Wuchereria bancrofti, Brugia malayi or Brugia timori, which inhabit the lymphatics. These nematodes are transmitted by mosquitoes. Acute symptoms include fever, lymphadenitis, lymphangitis, funiculitis, and epididymitis. Chronic symptoms include abscesses, hyperkeratosis, polyarthritis, hydroceles, lymphedema, and elephantiasis.	["DOID:13433","Bancroftian elephantiasis","Bancroftian filarial chyluria","elephantiasis of eyelid","Lymphatic filariasis"]
DOID:12365	malaria	A parasitic protozoa infectious disease characterized as a vector-borne infectious disease caused by the presence of protozoan parasites of the genus Plasmodium in the red blood cells, transmitted from an infected to an uninfected individual by the bite of anopheline mosquitoes, and characterized by periodic attacks of chills and fever that coincide with mass destruction of blood cells and the release of toxic substances by the parasite at the end of each reproductive cycle.	["DOID:12552","induced malaria"]
DOID:12849	autistic disorder	An autism spectrum disorder that is characterized by symptoms across all three symptom domains (communication, social, restricted repetitive interests and behaviors), delayed language development, and symptom onset prior to age 3 years.	["autism","autistic disorder of childhood onset","childhood autism","infantile autism","Kanner's syndrome"]
DOID:12858	Huntington's disease	A neurodegenerative disease that has_material_basis_in autosomal dominant inheritance and is characterized by unwanted choreatic movements, behavioral and psychiatric disturbances and dementia and has_material_basis_in expansion of CAG triplet repeats (glutamine) resulting in neuron degeneration affecting muscle coordination, cognitive abilities.	["HD","Huntington disease","Huntington's chorea"]
DOID:1289	neurodegenerative disease	A central nervous system disease that results in the progressive deterioration of function or structure of neurons.	["DOID:4874","degenerative disease"]
DOID:13025	retinopathy of prematurity		["premature retinopathy","Retrolental fibroplasia"]
DOID:1307	dementia	A cognitive disorder resulting from a loss of brain function affecting memory, thinking, language, judgement and behavior.	[]
DOID:13450	coccidioidomycosis	A primary systemic mycosis that results_in systemic fungal infection, has_material_basis_in Coccidioides immitis, transmitted_by airborne spores and has_symptom conjunctivitis, has_symptom arthritis, has_symptom chest pain and results_in_formation_of skin nodules.	["DOID:13981","primary extrapulmonary coccidioidomycosis"]
DOID:13515	tuberous sclerosis	A syndrome that is characterized by the growth of numerous noncancerous tumors in many parts of the body.	["Bourneville's disease","cerebral sclerosis","Epiloia","Tuberose sclerosis","Tuberous sclerosis syndrome"]
DOID:13576	twin-to-twin transfusion syndrome	A neonatal anemia that is characterized by an increased number of arteriovenous anastomoses deep in the placenta. These capillary connections occur in the cotyledon portion of the placenta. Unidirectional flow can occur in these arteriovenous anastomoses and result in shunting of blood towards one twin and away from the other when the arteriovenous anastomoses are unbalanced.	["Fetal blood loss from fetal hemorrhage into co-twin","Fetal hemorrhage into co-twin","Twin to twin transfusion","Twin-to-twin blood transfer"]
DOID:13641	exfoliation syndrome	A phacogenic glaucoma that is characterized by open-angle glaucoma related to deposition of extracellular fibrillar material in anterior segment structures, which blocks aqueous fluid outflow, raises intraocular pressure, and leads to eventual optic nerve atrophy and visual field loss. Exfoliation syndrome has_symptom progressive decreased vision, especially peripheral vision. Exfoliation syndrome is caused by age-related deposition of fibrillar material in anterior segment structures.	["Pseudoexfoliation glaucoma","Pseudoexfoliation syndrome"]
DOID:13922	eosinophilic esophagitis	An esophagitis characterized by inflammation involving eosinophils located_in esophagus.	[]
DOID:13949	interstitial cystitis		["ulcerative cystitis"]
DOID:1398	parasitic infectious disease	A disease by infectious agent that is carried out by a parasite which by definition is a pathogen that simultaneously injures and derives sustenance from its host.	["DOID:11681","DOID:13509","DOID:1396","DOID:1494","DOID:2114","DOID:2293","DOID:2922","DOID:3564","DOID:4191","DOID:886","DOID:948","DOID:9639","DOID:9644","Ectoparasitic disease","parasitemia"]
DOID:14042	bipolar I disorder	A bipolar disorder that is characterized by at least one manic or mixed episode.	[]
DOID:14115	toxic shock syndrome	A commensal bacterial infectious disease that results_in infection, has_material_basis_in Streptococcus pyogenes or has_material_basis_in Staphylococcus aureus, which produce toxins that are absorbed systemically and produce the systemic manifestations. The infection has_symptom fever, has_symptom rash, has_symptom hypotension, has_symptom multiorgan failure, has_symptom desquamation, has_symptom vomiting, has_symptom diarrhea, has_symptom headache, and has_symptom nonfocal neurologic abnormalities.	["toxic shock","TSS"]
DOID:14250	Down syndrome	A chromosomal disease that is characterized by flat-looking facial features and weak muscle tone (hypotonia) in infancy and is caused by trisomy of all or a critical portion of chromosome 21 and is associated with intellectual disability.	["Complete trisomy 21 syndrome","Down's syndrome","Down's syndrome - trisomy 21","Downs syndrome","G Trisomy","trisomy 21 syndrome"]
DOID:1432	blindness	An eye disease characterized by a lack or loss of vision.	["vision impairment","vision loss","visual impairment"]
DOID:14330	Parkinson's disease	A synucleinopathy that has_material_basis_in degeneration of the central nervous system that often impairs motor skills, speech, and other functions.	["paralysis agitans","Parkinson disease"]
DOID:1485	cystic fibrosis	A syndrome that is characterized by the buildup of thick, sticky mucus that can damage many organs.	["DOID:12447","DOID:13383","DOID:14395","DOID:1484","CF","mucoviscidosis"]
DOID:150	disease of mental health	A disease that involves a psychological or behavioral pattern generally associated with subjective distress or disability that occurs in an individual, and which are not a part of normal development or culture.	[]
DOID:1564	fungal infectious disease	A disease by infectious agent that results_in infection, has_material_basis_in Fungi, which pass the resistance barriers of the human or animal body.	["mycosis"]
DOID:1596	depressive disorder	A mood disorder characterized by persistent sadness, emptiness, or irritability and decreased ability to function.	["DOID:14672","mental depression"]
DOID:162	cancer	A disease of cellular proliferation that is malignant and primary, characterized by uncontrolled cellular proliferation, local cell invasion and metastasis.	["malignant neoplasm","malignant tumor","primary cancer"]
DOID:1686	glaucoma	An eye disease that is characterized by an unstable or a sustained increase in the intraocular pressure which the eye cannot withstand without damage to its structure or impairment of its function.	[]
DOID:17	musculoskeletal system disease	A disease of anatomical entity that occurs in the muscular and/or skeletal system.	[]
DOID:1826	epilepsy	A brain disease that is characterized by the occurrance of at least two unprovoked seizures resulting from a persistent epileptogenic abnormality of the brain that is able to spontaneously generate paroxysmal activity and typically manifested by sudden brief episodes of altered or diminished consciousness, involuntary movements, or convulsions.	["epilepsy syndrome","epileptic syndrome"]
DOID:1936	atherosclerosis		[]
DOID:2030	anxiety disorder	A cognitive disorder that involves an excessive, irrational dread of everyday situations.	["DOID:12884","anxiety","anxiety state"]
DOID:2355	anemia	A hematopoietic system disease that is characterized by a decrease in the normal number of red blood cells.	["anaemia"]
DOID:2377	multiple sclerosis	A demyelinating disease that involves damage to the fatty myelin sheaths around the axons of the brain and spinal cord resulting in demyelination and scarring.	["Generalized multiple sclerosis","insular sclerosis"]
DOID:2723	dermatitis	A skin disease characterized by itchy, erythematous, vesicular, weeping and crusting patches of skin.	["DOID:8614","DOID:8917","eczema","skin inflammation"]
DOID:2841	asthma	A bronchial disease that is characterized by chronic inflammation and narrowing of the airways, which is caused by a combination of environmental and genetic factors. The disease has_symptom recurring periods of wheezing (a whistling sound while breathing), has_symptom chest tightness, has_symptom shortness of breath, has_symptom mucus production and has_symptom coughing.	["DOID:12703","DOID:13829","DOID:13830","DOID:2840","DOID:5783","bronchial hyperreactivity","chronic obstructive asthma","chronic obstructive asthma with acute exacerbation","chronic obstructive asthma with status asthmaticus"]
DOID:289	endometriosis	A female reproductive system disease characterized by the growth of endometrial tissue outside the uterine body.	[]
DOID:3083	chronic obstructive pulmonary disease	An obstructive lung disease that is a chronic and progressive disorder of small airways in the lungs and that is characterized by irreversible airflow obstruction, typically identified by reductions in quantitative spirometric indices, induced forced expiratory volume at 1 second (FEV1) and the ratio of FEV1 to forced vital capacity (less than 0.7 is diagnostic of COPD). Lung volume is increased and pulmonary hypertension may occur. The pathologic changes result in the disruption of the airflow in the bronchial airways. Signs and symptoms include shortness of breath, wheezing, productive cough and chest tightness. COPD is a consequence (an end result) of chronic bronchitis, emphysema or both.	["DOID:11500","DOID:6144","chronic obstructive airway disease","chronic obstructive lung disease","COLD","COPD"]
DOID:326	ischemia	A vascular disease that is characterized by a restriction in blood supply to tissues.	[]
DOID:3310	atopic dermatitis	An allergic contact dermatitis that is a chronically relapsing inflammatory allergic response located_in the skin that causes itching and flaking.	["allergic dermatitis","atopic eczema","Atopic neurodermatitis","Besnier's prurigo"]
DOID:3312	bipolar disorder	A mood disorder that involves alternating periods of mania and depression.	["DOID:3311","DOID:9554","DOID:9555","bipolar depression","bipolar disorder manic phase","Manic Bipolar Affective disorder","Manic bipolar I disorder","manic depression","Manic Depressive disorder","manic disorder","mixed bipolar disorder"]
DOID:332	amyotrophic lateral sclerosis	A motor neuron disease that is characterized by muscle spasticity, rapidly progressive weakness due to muscle atrophy, difficulty in speaking, swallowing, and breathing.	["ALS","Lou Gehrig's disease","motor neuron disease, bulbar"]
DOID:3652	Leigh disease	A cytochrome-c oxidase deficiency disease characterized by progressive loss of mental and movement abilities. Symptoms usually begin between ages of three months and two years and include loss of appetite, vomiting, irritability and seizure activity.	["Infantile necrotizing encephalomyelopathy","juvenile subacute necrotizing encephalomyelopathy","Leigh syndrome"]
DOID:37	skin disease	An integumentary system disease that is located_in skin.	["DOID:1576","DOID:1698","DOID:187","DOID:6486","DOID:8948","Genodermatosis","skin and subcutaneous tissue disease"]
DOID:399	tuberculosis	A primary bacterial infectious disease that is located_in lungs, located_in lymph nodes, located_in pericardium, located_in brain, located_in pleura or located_in gastrointestinal tract, has_material_basis_in Mycobacterium tuberculosis, which is transmitted_by droplets released into the air when an infected person coughs or sneezes.	["DOID:10096","DOID:12688","DOID:12691","DOID:415","DOID:9901","DOID:9902"]
DOID:409	liver disease		["DOID:2164","DOID:2165","DOID:46","disorder of liver","hepatic disorder"]
DOID:417	autoimmune disease	An immune system disease that is an overactive immune response of the body against substances and tissues normally present in the body resulting from an abnormal functioning of the immune system that results in the production of antibodies or T cell directed against the host tissues.	["autoimmune hypersensitivity disease","hypersensitivity reaction type II disease"]
DOID:419	scleroderma	A rheumatic disease that involves the abnormal growth of connective tissue, which supports the skin and internal organs.	["dermatosclerosis"]
DOID:4195	hyperglycemia		[]
DOID:423	myopathy	A muscular disease in which the muscle fibers do not function resulting in muscular weakness.	[]
DOID:4378	peanut allergy	A legume allergy that is an allergy or hypersensitivity to dietary substances from peanuts causing an overreaction of the immune system which in a small percentage of people may lead to severe physical symptoms.	["allergy to peanuts","peanut allergic reaction"]
DOID:4989	pancreatitis	A pancreas disease that is characterized by inflammation of the pancreas.	[]
DOID:5052	melioidosis	A primary bacterial infectious disease that results_in infection, has_material_basis_in Burkholderia pseudomallei, which is transmitted_by contact with the contaminated water or soil. The infection has_symptom fever, has_symptom respiratory distress, has_symptom chest pain, and has_symptom stomach pain.	["DOID:0050062","DOID:0050064","acute and fulminating melioidosis","Nightcliff gardener's disease","Pseudoglanders","subacute and chronic melioidosis","Whitmore's disease"]
DOID:5223	infertility		[]
DOID:526	human immunodeficiency virus infectious disease	A viral infectious disease that results in destruction of immune system, leading to life-threatening opportunistic infections and cancers, has_material_basis_in Human immunodeficiency virus 1 or has_material_basis_in Human immunodeficiency virus 2, which are transmitted by sexual contact, transmitted by transfer of blood, semen, vaginal fluid, pre-ejaculate, or breast milk, transmitted by congenital method, and transmitted by contaminated needles. The virus infects helper T cells (CD4+ T cells) which are directly or indirectly destroyed, macrophages, and dendritic cells. The infection has symptom diarrhea, has symptom fatigue, has symptom fever, has symptom vaginal yeast infection, has symptom headache, has symptom mouth sores, has symptom muscle aches, has symptom sore throat, and has symptom swollen lymph glands.	["HIV infection"]
DOID:5419	schizophrenia	A psychotic disorder that is characterized by a disintegration of thought processes and of emotional responsiveness.	["DOID:14734","schizophrenia-1"]
DOID:5434	scrapie		[]
DOID:557	kidney disease	A urinary system disease that is located_in the kidney.	["DOID:11705","impaired renal function disease","nephropathy"]
DOID:5614	eye disease	An eye and adnexa disease that is located_in the eye.	["DOID:2933"]
DOID:630	genetic disease	A disease that has_material_basis_in genetic variations in the human genome.	[]
DOID:6432	pulmonary hypertension	A hypertension characterized by an increase of blood pressure in the pulmonary artery, pulmonary vein or pulmonary capillaries.	[]
DOID:649	prion disease	A brain disease that is characterized by brain damage resulting from the abnormal folding, clumping and accumulation of cellular proteins in the brain induced by prion proteins.	["Prion disease pathway","prion induced disorder","Prion protein disease","Spongiform Encephalopathy","transmissible spongiform encephalopathy"]
DOID:6590	spondylitis		[]
DOID:6713	cerebrovascular disease	An vascular disease that is characterized by dysfunction of the blood vessels supplying the brain.	["DOID:12214","DOID:3455","DOID:8231","cerebrovascular disorder","CVA","stroke"]
DOID:7148	rheumatoid arthritis	An arthritis that is an autoimmune disease which attacks healthy cells and tissue located_in joint.	["Arthritis or polyarthritis, rheumatic","atrophic Arthritis"]
DOID:7693	abdominal aortic aneurysm	An aortic aneurysm that is located_in the abdominal aorta.	["AORTIC ANEURYSM, FAMILIAL ABDOMINAL 1"]
DOID:77	gastrointestinal system disease	A disease of anatomical entity that is located_in the gastrointestinal tract.	["DOID:27","DOID:944","alimentary system disease","digestive system disorder","Gastroenteropathy","gastrointestinal disease","gastrointestinal disorder","GIT disease"]
DOID:784	chronic kidney disease	A kidney failure that is characterized by the gradual loss of kidney function.	["chronic kidney failure","chronic renal disease","chronic renal failure syndrome","CKD","CRF","renal failure - chronic"]
DOID:824	periodontitis		["chronic pericementitis"]
DOID:8398	osteoarthritis	An arthritis that has_material_basis_in worn out cartilage located_in joint.	["degenerative arthritis","degenerative joint disease","hypertrophic arthritis","osteoarthrosis","Osteoarthrosis and allied disorder"]
DOID:8469	influenza	A viral infectious disease that results in infection, located in respiratory tract, has_material_basis_in Influenzavirus A, has_material_basis_in Influenzavirus B, or has_material_basis_in Influenzavirus C, which are transmitted_by droplet spread of oronasal secretions during coughing, sneezing, or talking from an infected person. It is a highly contagious disease that affects birds and mammals and has_symptom chills, has_symptom fever, has_symptom sore throat, has_symptom runny nose, has_symptom muscle pains, has_symptom severe headache, has_symptom cough, and has_symptom weakness.	["DOID:8468","flu","influenza with non-respiratory manifestation","Influenza with other manifestations"]
DOID:848	arthritis	A bone inflammation disease that involves a response to irritation or injury, characterized by joint pain, swelling, stiffness located_in joint.	["Inflammatory disorder of joint"]
DOID:850	lung disease	A lower respiratory tract disease in which the function of the lungs is adversely affected by narrowing or blockage of the airways resulting in poor air flow, a loss of elasticity in the lungs that produces a decrease in the total volume of air that the lungs are able to hold, and clotting, scarring, or inflammation of the blood vessels that affect the ability of the lungs to take up oxygen and to release carbon dioxide.	["DOID:11894","DOID:11895","DOID:29","DOID:766"]
DOID:8544	chronic fatigue syndrome	A syndrome that involves prolonged and severe tiredness or weariness that is unrelated to exertion, is not relieved by rest and for a minimum of six months and is not directly caused by other conditions.	["CFS","Myalgic encephalitis","Myalgic encephalomyelitis","Postviral fatigue syndrome"]
DOID:8566	herpes simplex	A viral infectious disease that results_in_formation_of lesions, located_in mouth, located_in face, located_in genitalia, or located_in hands, has_material_basis_in Human herpesvirus 1 or has_material_basis_in Human herpesvirus 2, which are transmitted_by direct contact with an active lesion or body fluid of an infected person.	["DOID:8763","DOID:9012","DOID:9239","Herpesvirus hominis disease"]
DOID:8577	ulcerative colitis	A colitis that is predominantly confined to the mucosa located_in colon and includes characteristic ulcers, or open sores.	["DOID:8576","DOID:9016","Left-sided ulcerative colitis"]
DOID:8689	anorexia nervosa	An eating disorder characterized by refusal to maintain a healthy body weight, and an obsessive fear of gaining weight due to a distorted self image.	[]
DOID:870	neuropathy	A nervous system disease that is located_in nerves or nerve cells.	["peripheral neuropathy"]
DOID:8778	Crohn's disease	An intestinal disease that involves inflammation located_in intestine.	["DOID:8784","DOID:8855","DOID:8942","Crohn disease","Crohn's disease of colon","Crohn's disease of large bowel","Granulomatous Colitis","Pediatric Crohn's disease"]
DOID:8857	lupus erythematosus	An autoimmune disease that is characterized by a constellation of findings that include elevated antibodies to nuclear antigens, antiphospholipids, low complement levels, ulcers, non-scarring alopecia, renal or neurologic damage, and low white blood cell and platelet counts, has_symptom rashes, fatigue, arthritis, hair loss, seizures, and symptoms related to affected organs.	["lupus"]
DOID:8893	psoriasis	A skin disease that is characterized by patches of thick red skin and silvery scales.	[]
DOID:893	Wilson disease	A metal metabolism disease that is characterized by excess copper stored in various body tissues, particularly the liver, brain, and corneas of the eyes.	["Cerebral pseudosclerosis","hepatolenticular degeneration","Westphal pseudosclerosis","Westphal-Strumpell syndrome","Wilson's disease"]
DOID:9007	sudden infant death syndrome	A syndrome that is characterized by the sudden death of an infant that is not predicted by medical history and remains unexplained after a thorough forensic autopsy and detailed death scene investigation.	["Cot death","Crib death","SIDS","Sudden death of nonspecific cause in infancy"]
DOID:9065	leishmaniasis	A parasitic protozoa infectious disease that involves infection caused by protozoan parasite of the genus Leishmania, which is transmitted by the bite of sand fly (subfamily Phlebotominae).	["DOID:9136"]
DOID:9074	systemic lupus erythematosus	A lupus erythematosus that is an inflammation of connective tissue marked by skin rashes, joint pain and swelling, inflammation of the kidneys and inflammation of the tissue surrounding the heart.	["disseminated lupus erythematosus","Lupus Erythematosus, systemic","SLE - Lupus Erythematosus, systemic"]
DOID:9269	maple syrup urine disease	An organic acidemia that is caused by a deficiency of decarboxylase leading to high concentrations of valine, leucine, isoleucine, and alloisoleucine in the blood, urine, and cerebrospinal fluid and characterized by an odor of maple syrup to the urine, vomiting, hypertonicity, severe mental retardation, seizures, and eventually death unless the condition is treated with dietary measures.	["branched chain ketoaciduria","Ketoacidaemia"]
DOID:9270	alkaptonuria	An amino acid metabolic disorder that involves phenylalanine and tyrosine metabolism with the accumulation of homogentisic acid, a toxic tyrosine byproduct.	["DOID:0050714","alcaptonuria","Homogentisate 1,2-dioxygenase deficiency"]
DOID:934	viral infectious disease	A disease by infectious agent that results in infection, has_material_basis_in Viruses.	["DOID:1329","Viral disease","Viral Infection","virus infection"]
