id_namespace	local_id	project_id_namespace	project_local_id	persistent_id	creation_time	size_in_bytes	uncompressed_size_in_bytes	sha256	md5	filename	file_format	compression_format	data_type	assay_type	analysis_type	mime_type	bundle_collection_id_namespace	bundle_collection_local_id	dbgap_study_id	access_url
https://www.metabolomicsworkbench.org/	ST000012.zip	https://www.metabolomicsworkbench.org/	PR000011			178699646			dd3393134953bdd86136eb7b62a452c3	ST000012.zip	format:3987	format:3987	data:2536	OBI:0003110	OBI:0200199	application/zip				https://www.metabolomicsworkbench.org/studydownload/ST000012.zip
https://www.metabolomicsworkbench.org/	ST000013.zip	https://www.metabolomicsworkbench.org/	PR000012			1591844			2cef6c551b34540265f24c785b2083e2	ST000013.zip	format:3987	format:3987	data:2536	OBI:0003110	OBI:0200199	application/zip				https://www.metabolomicsworkbench.org/studydownload/ST000013.zip
https://www.metabolomicsworkbench.org/	ST000014.zip	https://www.metabolomicsworkbench.org/	PR000013			184887			092ae022732037688ca58ca7c5fbdf9e	ST000014.zip	format:3987	format:3987	data:2536	OBI:0003110	OBI:0200199	application/zip				https://www.metabolomicsworkbench.org/studydownload/ST000014.zip
https://www.metabolomicsworkbench.org/	ST000015.zip	https://www.metabolomicsworkbench.org/	PR000013			941462			9e613483ff1aa96dea93610390d577ff	ST000015.zip	format:3987	format:3987	data:2536	OBI:0003110	OBI:0200199	application/zip				https://www.metabolomicsworkbench.org/studydownload/ST000015.zip
https://www.metabolomicsworkbench.org/	ST000016_mzML.zip	https://www.metabolomicsworkbench.org/	PR000015			21629836403			b25a7d0e5f7f5d6b48107e1d35e7350d	ST000016_mzML.zip	format:3987	format:3987	data:2536	OBI:0003097	OBI:0200085	application/zip				https://www.metabolomicsworkbench.org/studydownload/ST000016_mzML.zip
https://www.metabolomicsworkbench.org/	ST000016_supp.zip	https://www.metabolomicsworkbench.org/	PR000015			9218550			ce884648457e1104fc01fc55a705520a	ST000016_supp.zip	format:3987	format:3987	data:2536	OBI:0003097	OBI:0200085	application/zip				https://www.metabolomicsworkbench.org/studydownload/ST000016_supp.zip
https://www.metabolomicsworkbench.org/	ST000017.zip	https://www.metabolomicsworkbench.org/	PR000016			7065490			76abbe4fcefe1197313bef8a3c44a894	ST000017.zip	format:3987	format:3987	data:2536	OBI:0003097	OBI:0200085	application/zip				https://www.metabolomicsworkbench.org/studydownload/ST000017.zip
https://www.metabolomicsworkbench.org/	ST000019.zip	https://www.metabolomicsworkbench.org/	PR000018			93787460			c64701cae9db7334ba36536cd6bd3046	ST000019.zip	format:3987	format:3987	data:3488	OBI:0000623	OBI:0000726	application/zip				https://www.metabolomicsworkbench.org/studydownload/ST000019.zip
https://www.metabolomicsworkbench.org/	ST000040.zip	https://www.metabolomicsworkbench.org/	PR000018			3403637308			6a90566429b9a3f9c34dd9decc3a9d31	ST000040.zip	format:3987	format:3987	data:2536	OBI:0003097	OBI:0200085	application/zip				https://www.metabolomicsworkbench.org/studydownload/ST000040.zip
https://www.metabolomicsworkbench.org/	ST000020.zip	https://www.metabolomicsworkbench.org/	PR000019			55428559			4f9966eb070ceb9d9fb2c5442fbf9a2e	ST000020.zip	format:3987	format:3987	data:3488	OBI:0000623	OBI:0000726	application/zip				https://www.metabolomicsworkbench.org/studydownload/ST000020.zip
https://www.metabolomicsworkbench.org/	ST000022.zip	https://www.metabolomicsworkbench.org/	PR000021			25583947			af8de3b0b620c6aedf2a95ca52f12c3a	ST000022.zip	format:3987	format:3987	data:3488	OBI:0000623	OBI:0000726	application/zip				https://www.metabolomicsworkbench.org/studydownload/ST000022.zip
https://www.metabolomicsworkbench.org/	ST000025_raw.zip	https://www.metabolomicsworkbench.org/	PR000024			909367065			d127f07b3c63428929a8befb8fd8df88	ST000025_raw.zip	format:3987	format:3987	data:2536	OBI:0003110	OBI:0200199	application/zip				https://www.metabolomicsworkbench.org/studydownload/ST000025_raw.zip
https://www.metabolomicsworkbench.org/	ST000025_supp.zip	https://www.metabolomicsworkbench.org/	PR000024			2655363			2a9568aaf685a0010497c7376c1aa0e6	ST000025_supp.zip	format:3987	format:3987	data:2536	OBI:0003110	OBI:0200199	application/zip				https://www.metabolomicsworkbench.org/studydownload/ST000025_supp.zip
https://www.metabolomicsworkbench.org/	ST000049.zip	https://www.metabolomicsworkbench.org/	PR000024			7621996			5d10bdebf31395f59eef518389562791	ST000049.zip	format:3987	format:3987	data:3488	OBI:0000623	OBI:0000726	application/zip				https://www.metabolomicsworkbench.org/studydownload/ST000049.zip
https://www.metabolomicsworkbench.org/	ST000026.zip	https://www.metabolomicsworkbench.org/	PR000025			430639			3671f694607a405ea70e70d19c7f249e	ST000026.zip	format:3987	format:3987	data:3488	OBI:0000623	OBI:0000726	application/zip				https://www.metabolomicsworkbench.org/studydownload/ST000026.zip
https://www.metabolomicsworkbench.org/	ST000027.zip	https://www.metabolomicsworkbench.org/	PR000025			429912			3ae49f6af8dabc14dfbd55632cd87c7d	ST000027.zip	format:3987	format:3987	data:3488	OBI:0000623	OBI:0000726	application/zip				https://www.metabolomicsworkbench.org/studydownload/ST000027.zip
https://www.metabolomicsworkbench.org/	ST000028.zip	https://www.metabolomicsworkbench.org/	PR000025			392749			49c8c788d46e3f8405abdba60bf5b904	ST000028.zip	format:3987	format:3987	data:3488	OBI:0000623	OBI:0000726	application/zip				https://www.metabolomicsworkbench.org/studydownload/ST000028.zip
https://www.metabolomicsworkbench.org/	ST000029.zip	https://www.metabolomicsworkbench.org/	PR000025			433642			3198c5b386bcc68bf0d0dd60e10da37e	ST000029.zip	format:3987	format:3987	data:3488	OBI:0000623	OBI:0000726	application/zip				https://www.metabolomicsworkbench.org/studydownload/ST000029.zip
https://www.metabolomicsworkbench.org/	ST000030.zip	https://www.metabolomicsworkbench.org/	PR000025			429013			c45023c9689591fbceb01ebe27dce606	ST000030.zip	format:3987	format:3987	data:3488	OBI:0000623	OBI:0000726	application/zip				https://www.metabolomicsworkbench.org/studydownload/ST000030.zip
https://www.metabolomicsworkbench.org/	ST000031.zip	https://www.metabolomicsworkbench.org/	PR000025			402513			8a28b66ea1a77da6977b9dde046126e7	ST000031.zip	format:3987	format:3987	data:3488	OBI:0000623	OBI:0000726	application/zip				https://www.metabolomicsworkbench.org/studydownload/ST000031.zip
https://www.metabolomicsworkbench.org/	ST000032.zip	https://www.metabolomicsworkbench.org/	PR000025			440147			e1bf43885d8683cd072f49416d5d1f62	ST000032.zip	format:3987	format:3987	data:3488	OBI:0000623	OBI:0000726	application/zip				https://www.metabolomicsworkbench.org/studydownload/ST000032.zip
https://www.metabolomicsworkbench.org/	ST000033.zip	https://www.metabolomicsworkbench.org/	PR000025			445886			1314165b6883a3cadfca90f15a5ff646	ST000033.zip	format:3987	format:3987	data:3488	OBI:0000623	OBI:0000726	application/zip				https://www.metabolomicsworkbench.org/studydownload/ST000033.zip
https://www.metabolomicsworkbench.org/	ST000034.zip	https://www.metabolomicsworkbench.org/	PR000025			406889			b6690257cbeca6997e164fbd606cfbd9	ST000034.zip	format:3987	format:3987	data:3488	OBI:0000623	OBI:0000726	application/zip				https://www.metabolomicsworkbench.org/studydownload/ST000034.zip
https://www.metabolomicsworkbench.org/	ST000035.zip	https://www.metabolomicsworkbench.org/	PR000025			440854			61c69eb693048eda5e992e13af537d5f	ST000035.zip	format:3987	format:3987	data:3488	OBI:0000623	OBI:0000726	application/zip				https://www.metabolomicsworkbench.org/studydownload/ST000035.zip
https://www.metabolomicsworkbench.org/	ST000036.zip	https://www.metabolomicsworkbench.org/	PR000025			408704			e3c146a1cdac4d8c14d79e48fc8a2dab	ST000036.zip	format:3987	format:3987	data:3488	OBI:0000623	OBI:0000726	application/zip				https://www.metabolomicsworkbench.org/studydownload/ST000036.zip
https://www.metabolomicsworkbench.org/	ST000037.zip	https://www.metabolomicsworkbench.org/	PR000025			414755			5ba89bfc847e69681c7d6b415eb865a4	ST000037.zip	format:3987	format:3987	data:3488	OBI:0000623	OBI:0000726	application/zip				https://www.metabolomicsworkbench.org/studydownload/ST000037.zip
https://www.metabolomicsworkbench.org/	ST000038.zip	https://www.metabolomicsworkbench.org/	PR000025			441849			88b4bbbdb0d1e07b677de86a2795ecff	ST000038.zip	format:3987	format:3987	data:3488	OBI:0000623	OBI:0000726	application/zip				https://www.metabolomicsworkbench.org/studydownload/ST000038.zip
https://www.metabolomicsworkbench.org/	ST000039.zip	https://www.metabolomicsworkbench.org/	PR000025			470329			37d3ba61437afc2ea87f33395b0a54af	ST000039.zip	format:3987	format:3987	data:3488	OBI:0000623	OBI:0000726	application/zip				https://www.metabolomicsworkbench.org/studydownload/ST000039.zip
https://www.metabolomicsworkbench.org/	ST000041.zip	https://www.metabolomicsworkbench.org/	PR000040			12611013538			4fda307adad4bc70e1620ff5bd003a88	ST000041.zip	format:3987	format:3987	data:2536	OBI:0003097	OBI:0200085	application/zip				https://www.metabolomicsworkbench.org/studydownload/ST000041.zip
https://www.metabolomicsworkbench.org/	ST000042.zip	https://www.metabolomicsworkbench.org/	PR000041			8260549141			44318bd66d89c29ce73c836b83021a0e	ST000042.zip	format:3987	format:3987	data:2536	OBI:0003097	OBI:0200085	application/zip				https://www.metabolomicsworkbench.org/studydownload/ST000042.zip
https://www.metabolomicsworkbench.org/	ST000043.zip	https://www.metabolomicsworkbench.org/	PR000042			6308204035			83757b48733a6b5c1187f9d33550666a	ST000043.zip	format:3987	format:3987	data:2536	OBI:0003097	OBI:0200085	application/zip				https://www.metabolomicsworkbench.org/studydownload/ST000043.zip
https://www.metabolomicsworkbench.org/	ST000044.zip	https://www.metabolomicsworkbench.org/	PR000043			2224956204			086cd369a4dcb616361a51592bdedfab	ST000044.zip	format:3987	format:3987	data:2536	OBI:0003097	OBI:0200085	application/zip				https://www.metabolomicsworkbench.org/studydownload/ST000044.zip
https://www.metabolomicsworkbench.org/	ST000045.7z	https://www.metabolomicsworkbench.org/	PR000044			69843880853			66049a35ef6efa23176fae1f7035e7ab	ST000045.7z	format:2333	format:2333	data:2536	OBI:0003097	OBI:0200085	application/x-7z-compressed				https://www.metabolomicsworkbench.org/studydownload/ST000045.7z
https://www.metabolomicsworkbench.org/	ST000046.7z	https://www.metabolomicsworkbench.org/	PR000045			160602589155			aa25fe6d7983386a7d130cfecf27f4e0	ST000046.7z	format:2333	format:2333	data:2536	OBI:0003097	OBI:0200085	application/x-7z-compressed				https://www.metabolomicsworkbench.org/studydownload/ST000046.7z
https://www.metabolomicsworkbench.org/	ST000047.7z	https://www.metabolomicsworkbench.org/	PR000045			160602586510			3fbb70aee378abf2dd67cbe65b7e5d25	ST000047.7z	format:2333	format:2333	data:2536	OBI:0003097	OBI:0200085	application/x-7z-compressed				https://www.metabolomicsworkbench.org/studydownload/ST000047.7z
https://www.metabolomicsworkbench.org/	ST000048.zip	https://www.metabolomicsworkbench.org/	PR000046			2240086297			49ec5e10472edf2bba65f13e23db86de	ST000048.zip	format:3987	format:3987	data:2536	OBI:0003110	OBI:0200199	application/zip				https://www.metabolomicsworkbench.org/studydownload/ST000048.zip
https://www.metabolomicsworkbench.org/	ST000107_Dfiles.zip	https://www.metabolomicsworkbench.org/	PR000046			780970018			07814f7324fc61531806b9ead800a271	ST000107_Dfiles.zip	format:3987	format:3987	data:2536	OBI:0000470	OBI:0200085	application/zip				https://www.metabolomicsworkbench.org/studydownload/ST000107_Dfiles.zip
https://www.metabolomicsworkbench.org/	ST000107_mzML.7z	https://www.metabolomicsworkbench.org/	PR000046			6464440			49304c10ddda36d65f09b53f28f2f9a1	ST000107_mzML.7z	format:2333	format:2333	data:2536	OBI:0000470	OBI:0200085	application/x-7z-compressed				https://www.metabolomicsworkbench.org/studydownload/ST000107_mzML.7z
https://www.metabolomicsworkbench.org/	ST000107_supp.zip	https://www.metabolomicsworkbench.org/	PR000046			229287			210f1327856b2e4f2f55093a69588152	ST000107_supp.zip	format:3987	format:3987	data:2536	OBI:0000470	OBI:0200085	application/zip				https://www.metabolomicsworkbench.org/studydownload/ST000107_supp.zip
https://www.metabolomicsworkbench.org/	ST000050.zip	https://www.metabolomicsworkbench.org/	PR000048			28391632			63b71ead6b13b289ca4e83e542d7a336	ST000050.zip	format:3987	format:3987	data:3488	OBI:0000623	OBI:0000726	application/zip				https://www.metabolomicsworkbench.org/studydownload/ST000050.zip
https://www.metabolomicsworkbench.org/	ST000051.zip	https://www.metabolomicsworkbench.org/	PR000049			32296383			8d310723a932e402bea180572b75688c	ST000051.zip	format:3987	format:3987	data:3488	OBI:0000623	OBI:0000726	application/zip				https://www.metabolomicsworkbench.org/studydownload/ST000051.zip
https://www.metabolomicsworkbench.org/	ST000220.zip	https://www.metabolomicsworkbench.org/	PR000050			59823116606			30a660cc31b497dc9848d005e0a366bf	ST000220.zip	format:3987	format:3987	data:2536	OBI:0003097	OBI:0200085	application/zip				https://www.metabolomicsworkbench.org/studydownload/ST000220.zip
https://www.metabolomicsworkbench.org/	ST000054_rawdata.zip	https://www.metabolomicsworkbench.org/	PR000051			4544814133			b94004bedef3bddf20dc826c404fb262	ST000054_rawdata.zip	format:3987	format:3987	data:2536	OBI:0003110	OBI:0200199	application/zip				https://www.metabolomicsworkbench.org/studydownload/ST000054_rawdata.zip
https://www.metabolomicsworkbench.org/	ST000054_supplementary.zip	https://www.metabolomicsworkbench.org/	PR000051			2171691			202f7808964cd10ef71e1818b045dafe	ST000054_supplementary.zip	format:3987	format:3987	data:2536	OBI:0003110	OBI:0200199	application/zip				https://www.metabolomicsworkbench.org/studydownload/ST000054_supplementary.zip
https://www.metabolomicsworkbench.org/	ST000055.zip	https://www.metabolomicsworkbench.org/	PR000052			1270779052			7a9256048cb5788702ee6eedea38c3a0	ST000055.zip	format:3987	format:3987	data:2536	OBI:0003097	OBI:0200085	application/zip				https://www.metabolomicsworkbench.org/studydownload/ST000055.zip
https://www.metabolomicsworkbench.org/	ST000056.zip	https://www.metabolomicsworkbench.org/	PR000053			70635324			8f516c9f894c22933cb6ae02573ac560	ST000056.zip	format:3987	format:3987	data:3488	OBI:0000623	OBI:0000726	application/zip				https://www.metabolomicsworkbench.org/studydownload/ST000056.zip
https://www.metabolomicsworkbench.org/	ST000057.zip	https://www.metabolomicsworkbench.org/	PR000054			1602926438			b3f622288d965cc09985eb1ef107ffa4	ST000057.zip	format:3987	format:3987	data:2536	OBI:0003110	OBI:0200199	application/zip				https://www.metabolomicsworkbench.org/studydownload/ST000057.zip
https://www.metabolomicsworkbench.org/	ST000075.zip	https://www.metabolomicsworkbench.org/	PR000054			54888600333			cf6f523c462b7b84f9bb8e5d28c905f9	ST000075.zip	format:3987	format:3987	data:2536	OBI:0003097	OBI:0200085	application/zip				https://www.metabolomicsworkbench.org/studydownload/ST000075.zip
https://www.metabolomicsworkbench.org/	ST000058.zip	https://www.metabolomicsworkbench.org/	PR000055			470627321			55db8085eb537f6e97f075d3add1ded2	ST000058.zip	format:3987	format:3987	data:2536	OBI:0003110	OBI:0200199	application/zip				https://www.metabolomicsworkbench.org/studydownload/ST000058.zip
https://www.metabolomicsworkbench.org/	ST000077.zip	https://www.metabolomicsworkbench.org/	PR000055			11573263874			6f172473049024bd6677e9322b14ae6f	ST000077.zip	format:3987	format:3987	data:2536	OBI:0003097	OBI:0200085	application/zip				https://www.metabolomicsworkbench.org/studydownload/ST000077.zip
https://www.metabolomicsworkbench.org/	ST000061.zip	https://www.metabolomicsworkbench.org/	PR000058			1903699167			59e4c547801d1fd9983c59cfc89ad131	ST000061.zip	format:3987	format:3987	data:2536	OBI:0003110	OBI:0200199	application/zip				https://www.metabolomicsworkbench.org/studydownload/ST000061.zip
https://www.metabolomicsworkbench.org/	ST000065.zip	https://www.metabolomicsworkbench.org/	PR000058			945275850			6863d9bc37eaad4a41080fee66f2591c	ST000065.zip	format:3987	format:3987	data:2536	OBI:0003110	OBI:0200199	application/zip				https://www.metabolomicsworkbench.org/studydownload/ST000065.zip
https://www.metabolomicsworkbench.org/	ST000081.zip	https://www.metabolomicsworkbench.org/	PR000058			32778322220			b66448c975ec6a545a8fbf96507682d1	ST000081.zip	format:3987	format:3987	data:2536	OBI:0003097	OBI:0200085	application/zip				https://www.metabolomicsworkbench.org/studydownload/ST000081.zip
https://www.metabolomicsworkbench.org/	ST000082.zip	https://www.metabolomicsworkbench.org/	PR000058			14246092043			d23ca3c0c636da5850d1b37d15662c7e	ST000082.zip	format:3987	format:3987	data:2536	OBI:0003097	OBI:0200085	application/zip				https://www.metabolomicsworkbench.org/studydownload/ST000082.zip
https://www.metabolomicsworkbench.org/	ST000062.zip	https://www.metabolomicsworkbench.org/	PR000059			1469209			81f6af038729db400e4f5d6b5605f209	ST000062.zip	format:3987	format:3987	data:2536	OBI:0003110	OBI:0200199	application/zip				https://www.metabolomicsworkbench.org/studydownload/ST000062.zip
https://www.metabolomicsworkbench.org/	ST000063.zip	https://www.metabolomicsworkbench.org/	PR000059			1594966337			d00e3d8632091c799d0bbf817f9bd7aa	ST000063.zip	format:3987	format:3987	data:2536	OBI:0003110	OBI:0200199	application/zip				https://www.metabolomicsworkbench.org/studydownload/ST000063.zip
https://www.metabolomicsworkbench.org/	ST000069.zip	https://www.metabolomicsworkbench.org/	PR000066			6576712			52b172b6c0caf1dbdab1b1932b141cb8	ST000069.zip	format:3987	format:3987	data:2536	OBI:0003097	OBI:0200085	application/zip				https://www.metabolomicsworkbench.org/studydownload/ST000069.zip
https://www.metabolomicsworkbench.org/	ST000070.zip	https://www.metabolomicsworkbench.org/	PR000066			5957476			5b4ffc772b8e392a0babbf65bb86af4b	ST000070.zip	format:3987	format:3987	data:2536	OBI:0003097	OBI:0200085	application/zip				https://www.metabolomicsworkbench.org/studydownload/ST000070.zip
https://www.metabolomicsworkbench.org/	ST000071_AN000111_Results.txt	https://www.metabolomicsworkbench.org/	PR000066			495733			ce4663ee22d3fbd012afa33c797c0113	ST000071_AN000111_Results.txt	format:2330		data:2536	OBI:0003097	OBI:0200085	text/plain				https://www.metabolomicsworkbench.org/studydownload/ST000071_AN000111_Results.txt
https://www.metabolomicsworkbench.org/	ST000071_AN000112_Results.txt	https://www.metabolomicsworkbench.org/	PR000066			329270			869e8a81f76ed506a57316ece53e9270	ST000071_AN000112_Results.txt	format:2330		data:2536	OBI:0003097	OBI:0200085	text/plain				https://www.metabolomicsworkbench.org/studydownload/ST000071_AN000112_Results.txt
https://www.metabolomicsworkbench.org/	ST000071.zip	https://www.metabolomicsworkbench.org/	PR000066			2455994			511e64a7410baf12dec4ea4cf8490221	ST000071.zip	format:3987	format:3987	data:2536	OBI:0003097	OBI:0200085	application/zip				https://www.metabolomicsworkbench.org/studydownload/ST000071.zip
https://www.metabolomicsworkbench.org/	ST000072.zip	https://www.metabolomicsworkbench.org/	PR000069			3463012			03351096d1c40619b401cc6bad6e3378	ST000072.zip	format:3987	format:3987	data:2536	OBI:0003097	OBI:0200085	application/zip				https://www.metabolomicsworkbench.org/studydownload/ST000072.zip
https://www.metabolomicsworkbench.org/	ST000073.zip	https://www.metabolomicsworkbench.org/	PR000069			3554568			9fda9dd30023d977a7fa611828ff03e0	ST000073.zip	format:3987	format:3987	data:2536	OBI:0003097	OBI:0200085	application/zip				https://www.metabolomicsworkbench.org/studydownload/ST000073.zip
https://www.metabolomicsworkbench.org/	ST000074.zip	https://www.metabolomicsworkbench.org/	PR000071			9192138			72e95b2cb435ab935e63d85a0466453a	ST000074.zip	format:3987	format:3987	data:2536	OBI:0003097	OBI:0200085	application/zip				https://www.metabolomicsworkbench.org/studydownload/ST000074.zip
https://www.metabolomicsworkbench.org/	ST000076.zip	https://www.metabolomicsworkbench.org/	PR000073			721904			b45e6ff86a993c7da70bf1ecbf6f63f0	ST000076.zip	format:3987	format:3987	data:2536	OBI:0000470	OBI:0200085	application/zip				https://www.metabolomicsworkbench.org/studydownload/ST000076.zip
https://www.metabolomicsworkbench.org/	ST000083.zip	https://www.metabolomicsworkbench.org/	PR000075			280672818			1b370d997c5c8c50710b51a6a7d4929d	ST000083.zip	format:3987	format:3987	data:2536	OBI:0003110	OBI:0200199	application/zip				https://www.metabolomicsworkbench.org/studydownload/ST000083.zip
https://www.metabolomicsworkbench.org/	ST000084.zip	https://www.metabolomicsworkbench.org/	PR000075			106115348			a9e9455f948aac8365b0c6b8632cedb4	ST000084.zip	format:3987	format:3987	data:2536	OBI:0003110	OBI:0200199	application/zip				https://www.metabolomicsworkbench.org/studydownload/ST000084.zip
https://www.metabolomicsworkbench.org/	ST000085.zip	https://www.metabolomicsworkbench.org/	PR000075			256794480			a89e2afc3ea6e755b47f56ac964aca88	ST000085.zip	format:3987	format:3987	data:2536	OBI:0003110	OBI:0200199	application/zip				https://www.metabolomicsworkbench.org/studydownload/ST000085.zip
https://www.metabolomicsworkbench.org/	ST000087.zip	https://www.metabolomicsworkbench.org/	PR000079			2169690939			a82811bcbeb519498048838e7ca1e4cb	ST000087.zip	format:3987	format:3987	data:2536	OBI:0003110	OBI:0200199	application/zip				https://www.metabolomicsworkbench.org/studydownload/ST000087.zip
https://www.metabolomicsworkbench.org/	ST000089.zip	https://www.metabolomicsworkbench.org/	PR000079			11922345846			d37befee2af83cd25d823597a1d5a645	ST000089.zip	format:3987	format:3987	data:2536	OBI:0003097	OBI:0200085	application/zip				https://www.metabolomicsworkbench.org/studydownload/ST000089.zip
https://www.metabolomicsworkbench.org/	ST000096.zip	https://www.metabolomicsworkbench.org/	PR000079			31236733			f826e31de211f8d741c744962a7df30f	ST000096.zip	format:3987	format:3987	data:2536	OBI:0003097	OBI:0200085	application/zip				https://www.metabolomicsworkbench.org/studydownload/ST000096.zip
https://www.metabolomicsworkbench.org/	ST000090_AN000143_Results.txt	https://www.metabolomicsworkbench.org/	PR000082			980068			a9cc31c8b8735ce8007d2fb2cfab160c	ST000090_AN000143_Results.txt	format:2330		data:2536	OBI:0003097	OBI:0200085	text/plain				https://www.metabolomicsworkbench.org/studydownload/ST000090_AN000143_Results.txt
https://www.metabolomicsworkbench.org/	ST000090_AN000144_Results.txt	https://www.metabolomicsworkbench.org/	PR000082			369586			e4a259563700e95fa8ecaf5ec8fdd493	ST000090_AN000144_Results.txt	format:2330		data:2536	OBI:0003097	OBI:0200085	text/plain				https://www.metabolomicsworkbench.org/studydownload/ST000090_AN000144_Results.txt
https://www.metabolomicsworkbench.org/	ST000090.zip	https://www.metabolomicsworkbench.org/	PR000082			21890396472			437a4024cb1f01d2af1953406b50e6b0	ST000090.zip	format:3987	format:3987	data:2536	OBI:0003097	OBI:0200085	application/zip				https://www.metabolomicsworkbench.org/studydownload/ST000090.zip
https://www.metabolomicsworkbench.org/	ST000091.zip	https://www.metabolomicsworkbench.org/	PR000083			2027494			58a6c7cb1b75f75e01f118af22478833	ST000091.zip	format:3987	format:3987	data:2536	OBI:0003097	OBI:0200085	application/zip				https://www.metabolomicsworkbench.org/studydownload/ST000091.zip
https://www.metabolomicsworkbench.org/	ST000092.zip	https://www.metabolomicsworkbench.org/	PR000084			3040673276			39a5c41e17aa5d40e18bc1c3b4189e17	ST000092.zip	format:3987	format:3987	data:2536	OBI:0003110	OBI:0200199	application/zip				https://www.metabolomicsworkbench.org/studydownload/ST000092.zip
https://www.metabolomicsworkbench.org/	ST000093.zip	https://www.metabolomicsworkbench.org/	PR000085			570705			c474361d97f65623c60e487890cabdc9	ST000093.zip	format:3987	format:3987	data:2536	OBI:0000470	OBI:0200085	application/zip				https://www.metabolomicsworkbench.org/studydownload/ST000093.zip
https://www.metabolomicsworkbench.org/	ST000095.zip	https://www.metabolomicsworkbench.org/	PR000087			23123563			123fd28df7744348e9e95710844e6d6e	ST000095.zip	format:3987	format:3987	data:2536	OBI:0003097	OBI:0200085	application/zip				https://www.metabolomicsworkbench.org/studydownload/ST000095.zip
https://www.metabolomicsworkbench.org/	ST000097.zip	https://www.metabolomicsworkbench.org/	PR000089			28285457			83cd7e290d76923a996a8fb2bf15d7a4	ST000097.zip	format:3987	format:3987	data:3488	OBI:0000623	OBI:0000726	application/zip				https://www.metabolomicsworkbench.org/studydownload/ST000097.zip
https://www.metabolomicsworkbench.org/	ST000099.zip	https://www.metabolomicsworkbench.org/	PR000089			12157283			9ee48382a48fa5468c01d7c02811ad1b	ST000099.zip	format:3987	format:3987	data:3488	OBI:0000623	OBI:0000726	application/zip				https://www.metabolomicsworkbench.org/studydownload/ST000099.zip
