file_id_namespace	file_local_id	collection_id_namespace	collection_local_id
tag:motrpac-data.org,2023:	pass1b-06/epigenomics/t52-hippocampus/atac-seq/bam/90280015204_R1.trim.bam	tag:motrpac-data.org,2023:	motrpac-pass1b-06-epigenomics
tag:motrpac-data.org,2023:	pass1b-06/epigenomics/t52-hippocampus/atac-seq/bam/90281015204_R1.trim.bam	tag:motrpac-data.org,2023:	motrpac-pass1b-06-epigenomics
tag:motrpac-data.org,2023:	pass1b-06/epigenomics/t52-hippocampus/atac-seq/bam/90283015204_R1.trim.bam	tag:motrpac-data.org,2023:	motrpac-pass1b-06-epigenomics
tag:motrpac-data.org,2023:	pass1b-06/epigenomics/t52-hippocampus/atac-seq/bam/90289015204_R1.trim.bam	tag:motrpac-data.org,2023:	motrpac-pass1b-06-epigenomics
tag:motrpac-data.org,2023:	pass1b-06/epigenomics/t52-hippocampus/atac-seq/bam/90292015204_R1.trim.bam	tag:motrpac-data.org,2023:	motrpac-pass1b-06-epigenomics
tag:motrpac-data.org,2023:	pass1b-06/epigenomics/t52-hippocampus/atac-seq/bam/90406015204_R1.trim.bam	tag:motrpac-data.org,2023:	motrpac-pass1b-06-epigenomics
tag:motrpac-data.org,2023:	pass1b-06/epigenomics/t52-hippocampus/atac-seq/bam/90410015204_R1.trim.bam	tag:motrpac-data.org,2023:	motrpac-pass1b-06-epigenomics
tag:motrpac-data.org,2023:	pass1b-06/epigenomics/t52-hippocampus/atac-seq/bam/90412015204_R1.trim.bam	tag:motrpac-data.org,2023:	motrpac-pass1b-06-epigenomics
tag:motrpac-data.org,2023:	pass1b-06/epigenomics/t52-hippocampus/atac-seq/bam/90416015204_R1.trim.bam	tag:motrpac-data.org,2023:	motrpac-pass1b-06-epigenomics
tag:motrpac-data.org,2023:	pass1b-06/epigenomics/t52-hippocampus/atac-seq/bam/90420015204_R1.trim.bam	tag:motrpac-data.org,2023:	motrpac-pass1b-06-epigenomics
tag:motrpac-data.org,2023:	pass1b-06/epigenomics/t52-hippocampus/atac-seq/bam/90421015204_R1.trim.bam	tag:motrpac-data.org,2023:	motrpac-pass1b-06-epigenomics
tag:motrpac-data.org,2023:	pass1b-06/epigenomics/t52-hippocampus/atac-seq/bam/90422015204_R1.trim.bam	tag:motrpac-data.org,2023:	motrpac-pass1b-06-epigenomics
tag:motrpac-data.org,2023:	pass1b-06/epigenomics/t52-hippocampus/atac-seq/bam/90423015204_R1.trim.bam	tag:motrpac-data.org,2023:	motrpac-pass1b-06-epigenomics
tag:motrpac-data.org,2023:	pass1b-06/epigenomics/t52-hippocampus/atac-seq/bam/90426015204_R1.trim.bam	tag:motrpac-data.org,2023:	motrpac-pass1b-06-epigenomics
tag:motrpac-data.org,2023:	pass1b-06/epigenomics/t52-hippocampus/atac-seq/bam/90430015204_R1.trim.bam	tag:motrpac-data.org,2023:	motrpac-pass1b-06-epigenomics
tag:motrpac-data.org,2023:	pass1b-06/epigenomics/t52-hippocampus/atac-seq/bam/90439015204_R1.trim.bam	tag:motrpac-data.org,2023:	motrpac-pass1b-06-epigenomics
tag:motrpac-data.org,2023:	pass1b-06/epigenomics/t52-hippocampus/atac-seq/bam/90441015204_R1.trim.bam	tag:motrpac-data.org,2023:	motrpac-pass1b-06-epigenomics
tag:motrpac-data.org,2023:	pass1b-06/epigenomics/t52-hippocampus/atac-seq/bam/90444015204_R1.trim.bam	tag:motrpac-data.org,2023:	motrpac-pass1b-06-epigenomics
tag:motrpac-data.org,2023:	pass1b-06/epigenomics/t52-hippocampus/atac-seq/bam/90449015204_R1.trim.bam	tag:motrpac-data.org,2023:	motrpac-pass1b-06-epigenomics
tag:motrpac-data.org,2023:	pass1b-06/epigenomics/t52-hippocampus/atac-seq/bam/90450015204_R1.trim.bam	tag:motrpac-data.org,2023:	motrpac-pass1b-06-epigenomics
tag:motrpac-data.org,2023:	pass1b-06/epigenomics/t52-hippocampus/atac-seq/bam/90559015204_R1.trim.bam	tag:motrpac-data.org,2023:	motrpac-pass1b-06-epigenomics
tag:motrpac-data.org,2023:	pass1b-06/epigenomics/t52-hippocampus/atac-seq/bam/90560015204_R1.trim.bam	tag:motrpac-data.org,2023:	motrpac-pass1b-06-epigenomics
tag:motrpac-data.org,2023:	pass1b-06/epigenomics/t52-hippocampus/atac-seq/bam/90564015204_R1.trim.bam	tag:motrpac-data.org,2023:	motrpac-pass1b-06-epigenomics
tag:motrpac-data.org,2023:	pass1b-06/epigenomics/t52-hippocampus/atac-seq/bam/90567015204_R1.trim.bam	tag:motrpac-data.org,2023:	motrpac-pass1b-06-epigenomics
tag:motrpac-data.org,2023:	pass1b-06/epigenomics/t52-hippocampus/atac-seq/bam/90571015204_R1.trim.bam	tag:motrpac-data.org,2023:	motrpac-pass1b-06-epigenomics
tag:motrpac-data.org,2023:	pass1b-06/epigenomics/t52-hippocampus/atac-seq/bam/90576015204_R1.trim.bam	tag:motrpac-data.org,2023:	motrpac-pass1b-06-epigenomics
tag:motrpac-data.org,2023:	pass1b-06/epigenomics/t52-hippocampus/atac-seq/bam/90578015204_R1.trim.bam	tag:motrpac-data.org,2023:	motrpac-pass1b-06-epigenomics
tag:motrpac-data.org,2023:	pass1b-06/epigenomics/t52-hippocampus/atac-seq/bam/90581015204_R1.trim.bam	tag:motrpac-data.org,2023:	motrpac-pass1b-06-epigenomics
tag:motrpac-data.org,2023:	pass1b-06/epigenomics/t52-hippocampus/atac-seq/bam/90585015204_R1.trim.bam	tag:motrpac-data.org,2023:	motrpac-pass1b-06-epigenomics
tag:motrpac-data.org,2023:	pass1b-06/epigenomics/t52-hippocampus/atac-seq/bam/90587015204_R1.trim.bam	tag:motrpac-data.org,2023:	motrpac-pass1b-06-epigenomics
tag:motrpac-data.org,2023:	pass1b-06/epigenomics/t52-hippocampus/atac-seq/fastq/80034885225_R1.fastq.gz	tag:motrpac-data.org,2023:	motrpac-pass1b-06-epigenomics
tag:motrpac-data.org,2023:	pass1b-06/epigenomics/t52-hippocampus/atac-seq/fastq/80034885225_R2.fastq.gz	tag:motrpac-data.org,2023:	motrpac-pass1b-06-epigenomics
tag:motrpac-data.org,2023:	pass1b-06/epigenomics/t52-hippocampus/atac-seq/fastq/80035995233_R1.fastq.gz	tag:motrpac-data.org,2023:	motrpac-pass1b-06-epigenomics
tag:motrpac-data.org,2023:	pass1b-06/epigenomics/t52-hippocampus/atac-seq/fastq/80035995233_R2.fastq.gz	tag:motrpac-data.org,2023:	motrpac-pass1b-06-epigenomics
tag:motrpac-data.org,2023:	pass1b-06/epigenomics/t52-hippocampus/atac-seq/fastq/90217015204_R1.fastq.gz	tag:motrpac-data.org,2023:	motrpac-pass1b-06-epigenomics
tag:motrpac-data.org,2023:	pass1b-06/epigenomics/t52-hippocampus/atac-seq/fastq/90217015204_R2.fastq.gz	tag:motrpac-data.org,2023:	motrpac-pass1b-06-epigenomics
tag:motrpac-data.org,2023:	pass1b-06/epigenomics/t52-hippocampus/atac-seq/fastq/90218015204_R1.fastq.gz	tag:motrpac-data.org,2023:	motrpac-pass1b-06-epigenomics
tag:motrpac-data.org,2023:	pass1b-06/epigenomics/t52-hippocampus/atac-seq/fastq/90218015204_R2.fastq.gz	tag:motrpac-data.org,2023:	motrpac-pass1b-06-epigenomics
tag:motrpac-data.org,2023:	pass1b-06/epigenomics/t52-hippocampus/atac-seq/fastq/90222015204_R1.fastq.gz	tag:motrpac-data.org,2023:	motrpac-pass1b-06-epigenomics
tag:motrpac-data.org,2023:	pass1b-06/epigenomics/t52-hippocampus/atac-seq/fastq/90222015204_R2.fastq.gz	tag:motrpac-data.org,2023:	motrpac-pass1b-06-epigenomics
tag:motrpac-data.org,2023:	pass1b-06/epigenomics/t52-hippocampus/atac-seq/fastq/90223015204_R1.fastq.gz	tag:motrpac-data.org,2023:	motrpac-pass1b-06-epigenomics
tag:motrpac-data.org,2023:	pass1b-06/epigenomics/t52-hippocampus/atac-seq/fastq/90223015204_R2.fastq.gz	tag:motrpac-data.org,2023:	motrpac-pass1b-06-epigenomics
tag:motrpac-data.org,2023:	pass1b-06/epigenomics/t52-hippocampus/atac-seq/fastq/90225015204_R1.fastq.gz	tag:motrpac-data.org,2023:	motrpac-pass1b-06-epigenomics
tag:motrpac-data.org,2023:	pass1b-06/epigenomics/t52-hippocampus/atac-seq/fastq/90225015204_R2.fastq.gz	tag:motrpac-data.org,2023:	motrpac-pass1b-06-epigenomics
tag:motrpac-data.org,2023:	pass1b-06/epigenomics/t52-hippocampus/atac-seq/fastq/90227015204_R1.fastq.gz	tag:motrpac-data.org,2023:	motrpac-pass1b-06-epigenomics
tag:motrpac-data.org,2023:	pass1b-06/epigenomics/t52-hippocampus/atac-seq/fastq/90227015204_R2.fastq.gz	tag:motrpac-data.org,2023:	motrpac-pass1b-06-epigenomics
tag:motrpac-data.org,2023:	pass1b-06/epigenomics/t52-hippocampus/atac-seq/fastq/90229015204_R1.fastq.gz	tag:motrpac-data.org,2023:	motrpac-pass1b-06-epigenomics
tag:motrpac-data.org,2023:	pass1b-06/epigenomics/t52-hippocampus/atac-seq/fastq/90229015204_R2.fastq.gz	tag:motrpac-data.org,2023:	motrpac-pass1b-06-epigenomics
tag:motrpac-data.org,2023:	pass1b-06/epigenomics/t52-hippocampus/atac-seq/fastq/90232015204_R1.fastq.gz	tag:motrpac-data.org,2023:	motrpac-pass1b-06-epigenomics
tag:motrpac-data.org,2023:	pass1b-06/epigenomics/t52-hippocampus/atac-seq/fastq/90232015204_R2.fastq.gz	tag:motrpac-data.org,2023:	motrpac-pass1b-06-epigenomics
tag:motrpac-data.org,2023:	pass1b-06/epigenomics/t52-hippocampus/atac-seq/fastq/90237015204_R1.fastq.gz	tag:motrpac-data.org,2023:	motrpac-pass1b-06-epigenomics
tag:motrpac-data.org,2023:	pass1b-06/epigenomics/t52-hippocampus/atac-seq/fastq/90237015204_R2.fastq.gz	tag:motrpac-data.org,2023:	motrpac-pass1b-06-epigenomics
tag:motrpac-data.org,2023:	pass1b-06/epigenomics/t52-hippocampus/atac-seq/fastq/90239015204_R1.fastq.gz	tag:motrpac-data.org,2023:	motrpac-pass1b-06-epigenomics
tag:motrpac-data.org,2023:	pass1b-06/epigenomics/t52-hippocampus/atac-seq/fastq/90239015204_R2.fastq.gz	tag:motrpac-data.org,2023:	motrpac-pass1b-06-epigenomics
tag:motrpac-data.org,2023:	pass1b-06/epigenomics/t52-hippocampus/atac-seq/fastq/90245015204_R1.fastq.gz	tag:motrpac-data.org,2023:	motrpac-pass1b-06-epigenomics
tag:motrpac-data.org,2023:	pass1b-06/epigenomics/t52-hippocampus/atac-seq/fastq/90245015204_R2.fastq.gz	tag:motrpac-data.org,2023:	motrpac-pass1b-06-epigenomics
tag:motrpac-data.org,2023:	pass1b-06/epigenomics/t52-hippocampus/atac-seq/fastq/90248015204_R1.fastq.gz	tag:motrpac-data.org,2023:	motrpac-pass1b-06-epigenomics
tag:motrpac-data.org,2023:	pass1b-06/epigenomics/t52-hippocampus/atac-seq/fastq/90248015204_R2.fastq.gz	tag:motrpac-data.org,2023:	motrpac-pass1b-06-epigenomics
tag:motrpac-data.org,2023:	pass1b-06/epigenomics/t52-hippocampus/atac-seq/fastq/90251015204_R1.fastq.gz	tag:motrpac-data.org,2023:	motrpac-pass1b-06-epigenomics
tag:motrpac-data.org,2023:	pass1b-06/epigenomics/t52-hippocampus/atac-seq/fastq/90251015204_R2.fastq.gz	tag:motrpac-data.org,2023:	motrpac-pass1b-06-epigenomics
tag:motrpac-data.org,2023:	pass1b-06/epigenomics/t52-hippocampus/atac-seq/fastq/90252015204_R1.fastq.gz	tag:motrpac-data.org,2023:	motrpac-pass1b-06-epigenomics
tag:motrpac-data.org,2023:	pass1b-06/epigenomics/t52-hippocampus/atac-seq/fastq/90252015204_R2.fastq.gz	tag:motrpac-data.org,2023:	motrpac-pass1b-06-epigenomics
tag:motrpac-data.org,2023:	pass1b-06/epigenomics/t52-hippocampus/atac-seq/fastq/90254015204_R1.fastq.gz	tag:motrpac-data.org,2023:	motrpac-pass1b-06-epigenomics
tag:motrpac-data.org,2023:	pass1b-06/epigenomics/t52-hippocampus/atac-seq/fastq/90254015204_R2.fastq.gz	tag:motrpac-data.org,2023:	motrpac-pass1b-06-epigenomics
tag:motrpac-data.org,2023:	pass1b-06/epigenomics/t52-hippocampus/atac-seq/fastq/90258015204_R1.fastq.gz	tag:motrpac-data.org,2023:	motrpac-pass1b-06-epigenomics
tag:motrpac-data.org,2023:	pass1b-06/epigenomics/t52-hippocampus/atac-seq/fastq/90258015204_R2.fastq.gz	tag:motrpac-data.org,2023:	motrpac-pass1b-06-epigenomics
tag:motrpac-data.org,2023:	pass1b-06/epigenomics/t52-hippocampus/atac-seq/fastq/90259015204_R1.fastq.gz	tag:motrpac-data.org,2023:	motrpac-pass1b-06-epigenomics
tag:motrpac-data.org,2023:	pass1b-06/epigenomics/t52-hippocampus/atac-seq/fastq/90259015204_R2.fastq.gz	tag:motrpac-data.org,2023:	motrpac-pass1b-06-epigenomics
tag:motrpac-data.org,2023:	pass1b-06/epigenomics/t52-hippocampus/atac-seq/fastq/90265015204_R1.fastq.gz	tag:motrpac-data.org,2023:	motrpac-pass1b-06-epigenomics
tag:motrpac-data.org,2023:	pass1b-06/epigenomics/t52-hippocampus/atac-seq/fastq/90265015204_R2.fastq.gz	tag:motrpac-data.org,2023:	motrpac-pass1b-06-epigenomics
tag:motrpac-data.org,2023:	pass1b-06/epigenomics/t52-hippocampus/atac-seq/fastq/90266015204_R1.fastq.gz	tag:motrpac-data.org,2023:	motrpac-pass1b-06-epigenomics
tag:motrpac-data.org,2023:	pass1b-06/epigenomics/t52-hippocampus/atac-seq/fastq/90266015204_R2.fastq.gz	tag:motrpac-data.org,2023:	motrpac-pass1b-06-epigenomics
tag:motrpac-data.org,2023:	pass1b-06/epigenomics/t52-hippocampus/atac-seq/fastq/90267015204_R1.fastq.gz	tag:motrpac-data.org,2023:	motrpac-pass1b-06-epigenomics
tag:motrpac-data.org,2023:	pass1b-06/epigenomics/t52-hippocampus/atac-seq/fastq/90267015204_R2.fastq.gz	tag:motrpac-data.org,2023:	motrpac-pass1b-06-epigenomics
tag:motrpac-data.org,2023:	pass1b-06/epigenomics/t52-hippocampus/atac-seq/fastq/90280015204_R1.fastq.gz	tag:motrpac-data.org,2023:	motrpac-pass1b-06-epigenomics
tag:motrpac-data.org,2023:	pass1b-06/epigenomics/t52-hippocampus/atac-seq/fastq/90280015204_R2.fastq.gz	tag:motrpac-data.org,2023:	motrpac-pass1b-06-epigenomics
tag:motrpac-data.org,2023:	pass1b-06/epigenomics/t52-hippocampus/atac-seq/fastq/90281015204_R1.fastq.gz	tag:motrpac-data.org,2023:	motrpac-pass1b-06-epigenomics
tag:motrpac-data.org,2023:	pass1b-06/epigenomics/t52-hippocampus/atac-seq/fastq/90281015204_R2.fastq.gz	tag:motrpac-data.org,2023:	motrpac-pass1b-06-epigenomics
tag:motrpac-data.org,2023:	pass1b-06/epigenomics/t52-hippocampus/atac-seq/fastq/90283015204_R1.fastq.gz	tag:motrpac-data.org,2023:	motrpac-pass1b-06-epigenomics
tag:motrpac-data.org,2023:	pass1b-06/epigenomics/t52-hippocampus/atac-seq/fastq/90283015204_R2.fastq.gz	tag:motrpac-data.org,2023:	motrpac-pass1b-06-epigenomics
tag:motrpac-data.org,2023:	pass1b-06/epigenomics/t52-hippocampus/atac-seq/fastq/90289015204_R1.fastq.gz	tag:motrpac-data.org,2023:	motrpac-pass1b-06-epigenomics
tag:motrpac-data.org,2023:	pass1b-06/epigenomics/t52-hippocampus/atac-seq/fastq/90289015204_R2.fastq.gz	tag:motrpac-data.org,2023:	motrpac-pass1b-06-epigenomics
tag:motrpac-data.org,2023:	pass1b-06/epigenomics/t52-hippocampus/atac-seq/fastq/90292015204_R1.fastq.gz	tag:motrpac-data.org,2023:	motrpac-pass1b-06-epigenomics
tag:motrpac-data.org,2023:	pass1b-06/epigenomics/t52-hippocampus/atac-seq/fastq/90292015204_R2.fastq.gz	tag:motrpac-data.org,2023:	motrpac-pass1b-06-epigenomics
tag:motrpac-data.org,2023:	pass1b-06/epigenomics/t52-hippocampus/atac-seq/fastq/90406015204_R1.fastq.gz	tag:motrpac-data.org,2023:	motrpac-pass1b-06-epigenomics
tag:motrpac-data.org,2023:	pass1b-06/epigenomics/t52-hippocampus/atac-seq/fastq/90406015204_R2.fastq.gz	tag:motrpac-data.org,2023:	motrpac-pass1b-06-epigenomics
tag:motrpac-data.org,2023:	pass1b-06/epigenomics/t52-hippocampus/atac-seq/fastq/90410015204_R1.fastq.gz	tag:motrpac-data.org,2023:	motrpac-pass1b-06-epigenomics
tag:motrpac-data.org,2023:	pass1b-06/epigenomics/t52-hippocampus/atac-seq/fastq/90410015204_R2.fastq.gz	tag:motrpac-data.org,2023:	motrpac-pass1b-06-epigenomics
tag:motrpac-data.org,2023:	pass1b-06/epigenomics/t52-hippocampus/atac-seq/fastq/90412015204_R1.fastq.gz	tag:motrpac-data.org,2023:	motrpac-pass1b-06-epigenomics
tag:motrpac-data.org,2023:	pass1b-06/epigenomics/t52-hippocampus/atac-seq/fastq/90412015204_R2.fastq.gz	tag:motrpac-data.org,2023:	motrpac-pass1b-06-epigenomics
tag:motrpac-data.org,2023:	pass1b-06/epigenomics/t52-hippocampus/atac-seq/fastq/90416015204_R1.fastq.gz	tag:motrpac-data.org,2023:	motrpac-pass1b-06-epigenomics
tag:motrpac-data.org,2023:	pass1b-06/epigenomics/t52-hippocampus/atac-seq/fastq/90416015204_R2.fastq.gz	tag:motrpac-data.org,2023:	motrpac-pass1b-06-epigenomics
tag:motrpac-data.org,2023:	pass1b-06/epigenomics/t52-hippocampus/atac-seq/fastq/90420015204_R1.fastq.gz	tag:motrpac-data.org,2023:	motrpac-pass1b-06-epigenomics
tag:motrpac-data.org,2023:	pass1b-06/epigenomics/t52-hippocampus/atac-seq/fastq/90420015204_R2.fastq.gz	tag:motrpac-data.org,2023:	motrpac-pass1b-06-epigenomics
tag:motrpac-data.org,2023:	pass1b-06/epigenomics/t52-hippocampus/atac-seq/fastq/90421015204_R1.fastq.gz	tag:motrpac-data.org,2023:	motrpac-pass1b-06-epigenomics
tag:motrpac-data.org,2023:	pass1b-06/epigenomics/t52-hippocampus/atac-seq/fastq/90421015204_R2.fastq.gz	tag:motrpac-data.org,2023:	motrpac-pass1b-06-epigenomics
tag:motrpac-data.org,2023:	pass1b-06/epigenomics/t52-hippocampus/atac-seq/fastq/90422015204_R1.fastq.gz	tag:motrpac-data.org,2023:	motrpac-pass1b-06-epigenomics
tag:motrpac-data.org,2023:	pass1b-06/epigenomics/t52-hippocampus/atac-seq/fastq/90422015204_R2.fastq.gz	tag:motrpac-data.org,2023:	motrpac-pass1b-06-epigenomics
tag:motrpac-data.org,2023:	pass1b-06/epigenomics/t52-hippocampus/atac-seq/fastq/90423015204_R1.fastq.gz	tag:motrpac-data.org,2023:	motrpac-pass1b-06-epigenomics
tag:motrpac-data.org,2023:	pass1b-06/epigenomics/t52-hippocampus/atac-seq/fastq/90423015204_R2.fastq.gz	tag:motrpac-data.org,2023:	motrpac-pass1b-06-epigenomics
tag:motrpac-data.org,2023:	pass1b-06/epigenomics/t52-hippocampus/atac-seq/fastq/90426015204_R1.fastq.gz	tag:motrpac-data.org,2023:	motrpac-pass1b-06-epigenomics
tag:motrpac-data.org,2023:	pass1b-06/epigenomics/t52-hippocampus/atac-seq/fastq/90426015204_R2.fastq.gz	tag:motrpac-data.org,2023:	motrpac-pass1b-06-epigenomics
tag:motrpac-data.org,2023:	pass1b-06/epigenomics/t52-hippocampus/atac-seq/fastq/90430015204_R1.fastq.gz	tag:motrpac-data.org,2023:	motrpac-pass1b-06-epigenomics
tag:motrpac-data.org,2023:	pass1b-06/epigenomics/t52-hippocampus/atac-seq/fastq/90430015204_R2.fastq.gz	tag:motrpac-data.org,2023:	motrpac-pass1b-06-epigenomics
tag:motrpac-data.org,2023:	pass1b-06/epigenomics/t52-hippocampus/atac-seq/fastq/90439015204_R1.fastq.gz	tag:motrpac-data.org,2023:	motrpac-pass1b-06-epigenomics
tag:motrpac-data.org,2023:	pass1b-06/epigenomics/t52-hippocampus/atac-seq/fastq/90439015204_R2.fastq.gz	tag:motrpac-data.org,2023:	motrpac-pass1b-06-epigenomics
tag:motrpac-data.org,2023:	pass1b-06/epigenomics/t52-hippocampus/atac-seq/fastq/90441015204_R1.fastq.gz	tag:motrpac-data.org,2023:	motrpac-pass1b-06-epigenomics
tag:motrpac-data.org,2023:	pass1b-06/epigenomics/t52-hippocampus/atac-seq/fastq/90441015204_R2.fastq.gz	tag:motrpac-data.org,2023:	motrpac-pass1b-06-epigenomics
tag:motrpac-data.org,2023:	pass1b-06/epigenomics/t52-hippocampus/atac-seq/fastq/90444015204_R1.fastq.gz	tag:motrpac-data.org,2023:	motrpac-pass1b-06-epigenomics
tag:motrpac-data.org,2023:	pass1b-06/epigenomics/t52-hippocampus/atac-seq/fastq/90444015204_R2.fastq.gz	tag:motrpac-data.org,2023:	motrpac-pass1b-06-epigenomics
tag:motrpac-data.org,2023:	pass1b-06/epigenomics/t52-hippocampus/atac-seq/fastq/90449015204_R1.fastq.gz	tag:motrpac-data.org,2023:	motrpac-pass1b-06-epigenomics
tag:motrpac-data.org,2023:	pass1b-06/epigenomics/t52-hippocampus/atac-seq/fastq/90449015204_R2.fastq.gz	tag:motrpac-data.org,2023:	motrpac-pass1b-06-epigenomics
tag:motrpac-data.org,2023:	pass1b-06/epigenomics/t52-hippocampus/atac-seq/fastq/90450015204_R1.fastq.gz	tag:motrpac-data.org,2023:	motrpac-pass1b-06-epigenomics
tag:motrpac-data.org,2023:	pass1b-06/epigenomics/t52-hippocampus/atac-seq/fastq/90450015204_R2.fastq.gz	tag:motrpac-data.org,2023:	motrpac-pass1b-06-epigenomics
tag:motrpac-data.org,2023:	pass1b-06/epigenomics/t52-hippocampus/atac-seq/fastq/90559015204_R1.fastq.gz	tag:motrpac-data.org,2023:	motrpac-pass1b-06-epigenomics
tag:motrpac-data.org,2023:	pass1b-06/epigenomics/t52-hippocampus/atac-seq/fastq/90559015204_R2.fastq.gz	tag:motrpac-data.org,2023:	motrpac-pass1b-06-epigenomics
tag:motrpac-data.org,2023:	pass1b-06/epigenomics/t52-hippocampus/atac-seq/fastq/90560015204_R1.fastq.gz	tag:motrpac-data.org,2023:	motrpac-pass1b-06-epigenomics
tag:motrpac-data.org,2023:	pass1b-06/epigenomics/t52-hippocampus/atac-seq/fastq/90560015204_R2.fastq.gz	tag:motrpac-data.org,2023:	motrpac-pass1b-06-epigenomics
tag:motrpac-data.org,2023:	pass1b-06/epigenomics/t52-hippocampus/atac-seq/fastq/90564015204_R1.fastq.gz	tag:motrpac-data.org,2023:	motrpac-pass1b-06-epigenomics
tag:motrpac-data.org,2023:	pass1b-06/epigenomics/t52-hippocampus/atac-seq/fastq/90564015204_R2.fastq.gz	tag:motrpac-data.org,2023:	motrpac-pass1b-06-epigenomics
tag:motrpac-data.org,2023:	pass1b-06/epigenomics/t52-hippocampus/atac-seq/fastq/90567015204_R1.fastq.gz	tag:motrpac-data.org,2023:	motrpac-pass1b-06-epigenomics
tag:motrpac-data.org,2023:	pass1b-06/epigenomics/t52-hippocampus/atac-seq/fastq/90567015204_R2.fastq.gz	tag:motrpac-data.org,2023:	motrpac-pass1b-06-epigenomics
